name,url,category,description
"Supabase","https://supabase.com","SaaS / Dev Tool","Open-source Firebase alternative with Postgres & instant APIs."
"NG Bailey","https://ngbailey.com","Construction","UK-based independent engineering & services business."
"Nowadays","https://getnowadays.com","SaaS / Events","Automated corporate event planning with exclusive partnerships."
"Taylor Lane","https://taylor-lane.co.uk","Construction","UK timber frame systems manufacturer for 40+ years."
"Lendlease UK","https://lendlease.com/uk","Real Estate","Global property & infrastructure development firm."
"Target","https://target.com","Retail / E-commerce","Shop groceries, essentials, clothing, and electronics online."
"Lovable","https://lovable.dev","SaaS / Dev Tool","Build software products using only a chat interface."
"ToolFinder","https://toolfinder.co","SaaS / Directory","Discover thousands of productivity tools for work & life."
"Gumloop","https://gumloop.com","SaaS / Automation","No-code AI platform to build and host business automations."
"Glencar","https://glencar.com","Construction","UK construction of logistics, industrial & distribution sites."
"Ayush Wanjari","https://ayushwanjari.com","Portfolio","Designer building software & websites across industries."
"Josh Dring","https://joshdring.com","Portfolio","UK-based UX designer solving complex problems sustainably."
"Figr Design","https://figr.design","SaaS / Design","AI design agent generating production-ready UX flows."
"ADCO Construction","https://adcoconstruction.co.uk","Construction","UK-based builders for extensions, new builds, and refurb."
"Earn It","https://youearnit.com","Mobile App / Health","App rewarding healthy lifestyle choices with real cash."
"Orchestra","https://getorchestra.com","SaaS / Business","Client portal to accept payments, manage tasks & documents."
"Tonemaki","https://tonemaki.com","SaaS / Design","No-code sites, 2D/3D design & motion graphics services."
"Aritro","https://aritro.xyz","Portfolio","Product designer crafting clean, intuitive digital interfaces."
"Stockimg AI","https://stockimg.ai","AI Tool / Design","AI tool to generate logos, posters, wallpapers & graphics."
"GoBolt","https://gobolt.com","SaaS / Logistics","Sustainable 3PL provider offering logistics and carbon-conscious delivery."
"Logiwa","https://logiwa.com","SaaS / Logistics","Cloud-native WMS for high-volume B2B, DTC & 3PL fulfillment."
"Cleveland Clinic","https://clevelandclinic.org","Healthcare / Nonprofit","Nonprofit medical center for clinical care, research & education."
"Bringg","https://bringg.com","SaaS / Logistics","Fulfillment and delivery orchestration platform for enterprises."
"PCL","https://pcl.com","Construction","Employee-owned firm delivering building & infrastructure projects."
"Allwyse","https://allwyse.io","SaaS / Coaching","Marketplace for coaches to sell services with AI integration."
"Hoody","https://hoody.com/ai","SaaS / Security","AI VPN & privacy toolkit for anonymous, per-app browsing."
"Portkey","https://portkey.ai","AI Tool / SaaS","AI gateway with observability, guardrails & prompt management."
"Guidde","https://guidde.com","SaaS / Documentation","Create step-by-step videos and guides instantly."
"ShipBob","https://shipbob.com","SaaS / E-commerce","E-commerce fulfillment with 2-day shipping & inventory tools."
"GlassFlow","https://glassflow.dev","SaaS / Data","Data pipeline tool from Kafka to ClickHouse with 10x efficiency."
"Christy Dawn","https://christydawn.com","E-commerce / Fashion","Regenerative fashion brand promoting sustainability in apparel."
"Khan Academy","https://khanacademy.org","Nonprofit / Education","Free world-class online courses across multiple subjects."
"Unriddle AI","https://unriddle.ai","AI Tool / Research","Automate research workflows with AI, verify sources & collaborate."
"CodeChef","https://codechef.com","E-learning / Dev","Coding practice, contests, and beginner-friendly courses."
"Just Salad","https://justsalad.com","E-commerce / Food","Plant-forward restaurant brand with reusable bowls & menu variety."
"Coursera","https://coursera.org","E-learning / SaaS","Online courses & degrees from leading universities & companies."
"Simplilearn","https://simplilearn.com","E-learning","Online bootcamps and certifications for career growth."
"Android Auto","https://android.com","Tech / Auto","Smart driving companion connecting your phone to your car."
"Alison","https://alison.com","E-learning","Free online courses with certificates to upskill careers."
"EatCala","https://eatcala.com","E-commerce / Food","Paris-based customizable pasta & salad restaurants."
"O’Halloran & O’Brien","https://ohob.com","Construction","Construction services provider in the UK."
"Swatle","https://swatle.ai","AI Tool / Productivity","Boost productivity with AI-powered project updates & ticketing."
"Quso AI","https://quso.ai","AI Tool / Video","Video repurposing & scheduling tool trusted by creators."
"Rootly","https://rootly.com","SaaS / DevOps","AI-native platform for incident management & on-call response."
"Overpass","https://overpass.com","SaaS / Talent","Marketplace for hiring remote sales & support reps with ease."
"Lovo AI","https://lovo.ai","AI Tool / Voice","AI voice generator & TTS with 500+ voices in 100+ languages."
"Picflow","https://picflow.com","SaaS / Creative","Client gallery & collaboration platform for creative pros."
"Zeplin","https://zeplin.io","SaaS / Design","Design delivery tool bringing harmony to designers & devs."
"Dorik","https://dorik.com","SaaS / Website Builder","AI website builder with SEO, design tools, and business features."
"Tiledesk","https://tiledesk.com","SaaS / AI Chatbot","Open-source no-code platform for AI chatbots + live agents."
"Fliki","https://fliki.ai","AI Tool / Video","AI video generator with TTS, clips, and voiceovers."
"Affine","https://affine.pro","SaaS / Editor","Universal editor to work, present, play, and create anything."
"Kino","https://shotwithkino.com","SaaS / Video","Cinematic video app with LUTs, presets & pro tools."
"Riley","https://rileyapp.com","SaaS / Family","AI-powered app with personalized guidance for families."
"Column","https://column.com","Fintech","Nationally chartered bank for developers & financial builders."
"Samara","https://samara.com","Real Estate","Backyard homes & ADUs with elevated design & solar power."
"Fable & Mane","https://fableandmane.com","E-commerce / Beauty","Ayurvedic-inspired vegan, cruelty-free haircare products."
"Capital","https://capital.xyz","Fintech","Manage raising, holding, spending & sending funds in one place."
"Crappy Presentations","https://crappypresentations.com","Design Agency","Presentation design agency for decks & corporate visuals."
"Boring Dice","https://boringdice.app","Mobile App / Fun","Simple, stunning, tactile dice roller app for iOS."
"Status","https://status.app","Crypto / Messenger","Decentralized crypto wallet + private messaging app."
"Robbin Forssell","https://robbinforssell.com","Portfolio","Designer focused on e-commerce & user-centered digital design."
"Sefik Mujkic","https://sefikmujkic.com","Portfolio","Sarajevo-based designer with 10+ years in B2B/B2C software."
"UFO Timeline","https://ufotimeline.com","Website / Info","Online overview & resources on UFO phenomena."
"NotifPay","https://notifpay.com","SaaS / Marketing","Display live purchases as social proof to boost conversions."
"Naoma AI","https://naoma.ai","AI Tool / SaaS","AI demo agent to auto-qualify leads and sync to CRM."
"Plants to the Rescue","https://plantstotherescue.co","E-commerce / Health","Organic herbal tinctures blending Ayurveda, TCM & Western remedies."
"HeyEddie","https://heyeddie.ai","AI Tool / Video","Prompt-to-video editor for crafting interview stories. (Not available)"
"Obscura","https://obscura.net","Software","Photography software for Mac users."
"After Party Studio","https://afterparty.studio","Creative Agency","Creative production studio making ads, films, and content. (Not available)"
"NextUpKit","https://nextupkit.com","Web App / Dev","Next.js starter kit & boilerplate for SaaS launches."
"Directify","https://directify.app","SaaS / Website Builder","Build your own directory website quickly and easily."
"NumeralHQ","https://numeralhq.com","SaaS / Fintech","Fully managed sales tax compliance platform."
"MyWebSEO","https://mywebseo.ai","SEO Tool","Instant AI-powered SEO analysis & optimization tips."
"Skarbe","https://skarbe.com","AI Tool / Sales","AI sales assistant that tracks emails, meetings & next steps."
"Produktly","https://produktly.com","SaaS / Product","Product tours, checklists, roadmaps & feedback widgets."
"Zencoder AI","https://zencoder.ai","AI Tool / Dev","AI agent automating coding tasks & enhancing collaboration. (Not available)"
"Wisprflow","https://wisprflow.ai","AI Tool / Writing","Seamless voice dictation app for fast, clear writing."
"BrowserAgent","https://browseragent.dev","AI Tool / Browser","Create custom AI agents running in your browser."
"Embra","https://embra.ai","AI Tool / Productivity","AI tool that learns your work to manage and automate tasks."
"AnswerHQ","https://answerhq.co","AI Tool / Support","AI customer support powered by your own content."
"n8n","https://n8n.io","SaaS / Automation","Workflow automation platform combining code + no-code."
"Tella","https://tella.com","SaaS / Video","Screen recorder for product demos, tutorials & courses."
"Glean","https://glean.com","AI Tool / Work","Work AI platform to search, create & automate with enterprise data."
